text,label
i get the feeling that i m totally isolated from them all and that they talk about me and my low self esteem behind my back and how they don t think much of me and how i m kind of a killjoy sometimes and how disappointed they must be because of the failure that i am,sadness
i suppose i m feeling a little sarcastic about today s holiday,anger
i woke up this morning feeling content despite yesterday being a day involved in mundane paperwork that government bureaucrats revel in,joy
i do feel irritated at times because he tried to hold me and stuff ill push away or not throw temper and shout at him,anger
i feel quite jolly in spite of the heat and the lack of commercialism,joy
i was having a cig and feeling like ok ill just write my colomn about how conservatish men are tha best bfs and tha best lovers,joy
i feel hateful of myself for being alone,anger
i texted haircute rather than haircut but since i feel like i was cute afterwards haircute is justified,joy
i feel like affirmation however petty is what i really need,anger
i dont understand why i feel so empty and hollow deep within me,sadness
i can get to the bottom of this feeling and not just berate myself for feeling dissatisfied,anger
i feel so wronged but what can i do,anger
i feel i am beyond pissed off disappointed frustrated with myself,anger
i want to share my feelings but don t want to feel humiliated,sadness
i do have to wonder when you re cast as a caveman and you re told you re perfect for the part do you feel insulted or complimented,anger
im not feeling deprived at all although i do wake up ravenous in the morning,sadness
i feel so petty who one of my first colleagues had not nice things to say about when i first asked for any contacts for investment banks from before i arrived at this job,anger
